date;time;Radiação,Global[W/m2];P_Tracker1;P_Tracker2;P_Tracker3;P_Tracker4;Ptotal
05/05/2023;13:20:00;945.92424;18918.4848;17972.56056;19864.40904;21756.25752;78511.71192
05/05/2023;13:21:00;942.42008;18848.4016;17905.98152;19790.82168;21675.66184;78220.86664
05/05/2023;13:22:00;944.72656;18894.5312;17949.80464;19839.25776;21728.71088;78412.30448
05/05/2023;13:23:00;944.91992;18898.3984;17953.47848;19843.31832;21733.15816;78428.35336
05/05/2023;13:24:00;942.76976;18855.3952;17912.62544;19798.16496;21683.70448;78249.89008
05/05/2023;13:25:00;945.65752;18913.1504;17967.49288;19858.80792;21750.12296;78489.57416
05/05/2023;13:26:00;942.12312;18842.4624;17900.33928;19784.58552;21668.83176;78196.21896
05/05/2023;13:27:00;938.24248;18764.8496;17826.60712;19703.09208;21579.57704;77874.12584
05/05/2023;13:28:00;936.68288;18733.6576;17796.97472;19670.34048;21543.70624;77744.67904
05/05/2023;13:29:00;932.93328;18658.6656;17725.73232;19591.59888;21457.46544;77433.46224
05/05/2023;13:30:00;928.63544;18572.7088;17644.07336;19501.34424;21358.61512;77076.74152
05/05/2023;13:31:00;935.35824;18707.1648;17771.80656;19642.52304;21513.23952;77634.73392
05/05/2023;13:32:00;933.18144;18663.6288;17730.44736;19596.81024;21463.17312;77454.05952
05/05/2023;13:33:00;935.46312;18709.2624;17773.79928;19644.72552;21515.65176;77643.43896
05/05/2023;13:34:00;935.02904;18700.5808;17765.55176;19635.60984;21505.66792;77607.41032
05/05/2023;13:35:00;926.4116;18528.232;17601.8204;19454.6436;21307.4668;76892.1628
05/05/2023;13:36:00;922.2712;18445.424;17523.1528;19367.6952;21212.2376;76548.5096
05/05/2023;13:37:00;924.4764;18489.528;17565.0516;19414.0044;21262.9572;76731.5412
05/05/2023;13:38:00;927.04544;18540.9088;17613.86336;19467.95424;21322.04512;76944.77152
05/05/2023;13:39:00;924.51792;18490.3584;17565.84048;19414.87632;21263.91216;76734.98736
05/05/2023;13:40:00;922.90848;18458.1696;17535.26112;19381.07808;21226.89504;76601.40384
05/05/2023;13:41:00;923.9612;18479.224;17555.2628;19403.1852;21251.1076;76688.7796
05/05/2023;13:42:00;931.18088;18623.6176;17692.43672;19554.79848;21417.16024;77288.01304
05/05/2023;13:43:00;929.25264;18585.0528;17655.80016;19514.30544;21372.81072;77127.96912
05/05/2023;13:44:00;926.67168;18533.4336;17606.76192;19460.10528;21313.44864;76913.74944
05/05/2023;13:45:00;927.5572;18551.144;17623.5868;19478.7012;21333.8156;76987.2476
05/05/2023;13:46:00;922.282;18445.64;17523.358;19367.922;21212.486;76549.406
05/05/2023;13:47:00;918.33816;18366.7632;17448.42504;19285.10136;21121.77768;76222.06728
05/05/2023;13:48:00;916.12872;18322.5744;17406.44568;19238.70312;21070.96056;76038.68376
05/05/2023;13:49:00;915.71944;18314.3888;17398.66936;19230.10824;21061.54712;76004.71352
05/05/2023;13:50:00;910.60648;18212.1296;17301.52312;19122.73608;20943.94904;75580.33784
05/05/2023;13:51:00;907.9768;18159.536;17251.5592;19067.5128;20883.4664;75362.0744
05/05/2023;13:52:00;905.2692;18105.384;17200.1148;19010.6532;20821.1916;75137.3436
05/05/2023;13:53:00;900.08784;18001.7568;17101.66896;18901.84464;20702.02032;74707.29072
05/05/2023;13:54:00;894.46536;17889.3072;16994.84184;18783.77256;20572.70328;74240.62488
05/05/2023;13:55:00;897.68048;17953.6096;17055.92912;18851.29008;20646.65104;74507.47984
05/05/2023;13:56:00;902.29784;18045.9568;17143.65896;18948.25464;20752.85032;74890.72072
05/05/2023;13:57:00;904.24432;18084.8864;17180.64208;18989.13072;20797.61936;75052.27856
05/05/2023;13:58:00;907.29832;18145.9664;17238.66808;19053.26472;20867.86136;75305.76056
05/05/2023;13:59:00;907.57032;18151.4064;17243.83608;19058.97672;20874.11736;75328.33656
05/05/2023;14:00:00;904.14192;18082.8384;17178.69648;18986.98032;20795.26416;75043.77936
05/05/2023;14:01:00;900.18328;18003.6656;17103.48232;18903.84888;20704.21544;74715.21224
05/05/2023;14:02:00;893.94992;17878.9984;16985.04848;18772.94832;20560.84816;74197.84336
05/05/2023;14:03:00;891.45304;17829.0608;16937.60776;18720.51384;20503.41992;73990.60232
05/05/2023;14:04:00;886.368;17727.36;16840.992;18613.728;20386.464;73568.544
05/05/2023;14:05:00;887.89288;17757.8576;16869.96472;18645.75048;20421.53624;73695.10904
05/05/2023;14:06:00;885.8868;17717.736;16831.8492;18603.6228;20375.3964;73528.6044
05/05/2023;14:07:00;883.79984;17675.9968;16792.19696;18559.79664;20327.39632;73355.38672
05/05/2023;14:08:00;883.96592;17679.3184;16795.35248;18563.28432;20331.21616;73369.17136
05/05/2023;14:09:00;881.7732;17635.464;16753.6908;18517.2372;20280.7836;73187.1756
05/05/2023;14:10:00;880.51792;17610.3584;16729.84048;18490.87632;20251.91216;73082.98736
05/05/2023;14:11:00;882.4852;17649.704;16767.2188;18532.1892;20297.1596;73246.2716
05/05/2023;14:12:00;882.47416;17649.4832;16767.00904;18531.95736;20296.90568;73245.35528
05/05/2023;14:13:00;880.53256;17610.6512;16730.11864;18491.18376;20252.24888;73084.20248
05/05/2023;14:14:00;877.6276;17552.552;16674.9244;18430.1796;20185.4348;72843.0908
05/05/2023;14:15:00;872.154;17443.08;16570.926;18315.234;20059.542;72388.782
05/05/2023;14:16:00;868.22384;17364.4768;16496.25296;18232.70064;19969.14832;72062.57872
05/05/2023;14:17:00;865.102;17302.04;16436.938;18167.142;19897.346;71803.466
05/05/2023;14:18:00;868.01736;17360.3472;16492.32984;18228.36456;19964.39928;72045.44088
05/05/2023;14:19:00;865.6848;17313.696;16448.0112;18179.3808;19910.7504;71851.8384
05/05/2023;14:20:00;865.45256;17309.0512;16443.59864;18174.50376;19905.40888;71832.56248
05/05/2023;14:21:00;862.9296;17258.592;16395.6624;18121.5216;19847.3808;71623.1568
05/05/2023;14:22:00;858.76072;17175.2144;16316.45368;18033.97512;19751.49656;71277.13976
05/05/2023;14:23:00;855.16888;17103.3776;16248.20872;17958.54648;19668.88424;70979.01704
05/05/2023;14:24:00;855.44064;17108.8128;16253.37216;17964.25344;19675.13472;71001.57312
05/05/2023;14:25:00;855.99584;17119.9168;16263.92096;17975.91264;19687.90432;71047.65472
05/05/2023;14:26:00;857.40656;17148.1312;16290.72464;18005.53776;19720.35088;71164.74448
05/05/2023;14:27:00;855.9964;17119.928;16263.9316;17975.9244;19687.9172;71047.7012
05/05/2023;14:28:00;852.4412;17048.824;16196.3828;17901.2652;19606.1476;70752.6196
05/05/2023;14:29:00;851.60408;17032.0816;16180.47752;17883.68568;19586.89384;70683.13864
05/05/2023;14:30:00;852.47048;17049.4096;16196.93912;17901.88008;19606.82104;70755.04984
05/05/2023;14:31:00;849.52616;16990.5232;16140.99704;17840.04936;19539.10168;70510.67128
05/05/2023;14:32:00;847.1452;16942.904;16095.7588;17790.0492;19484.3396;70313.0516
05/05/2023;14:33:00;843.99072;16879.8144;16035.82368;17723.80512;19411.78656;70051.22976
05/05/2023;14:34:00;844.002;16880.04;16036.038;17724.042;19412.046;70052.166
05/05/2023;14:35:00;840.5156;16810.312;15969.7964;17650.8276;19331.8588;69762.7948
05/05/2023;14:36:00;837.85792;16757.1584;15919.30048;17595.01632;19270.73216;69542.20736
05/05/2023;14:37:00;837.42608;16748.5216;15911.09552;17585.94768;19260.79984;69506.36464
05/05/2023;14:38:00;835.89168;16717.8336;15881.94192;17553.72528;19225.50864;69379.00944
05/05/2023;14:39:00;828.81072;16576.2144;15747.40368;17405.02512;19062.64656;68791.28976
05/05/2023;14:40:00;825.59056;16511.8112;15686.22064;17337.40176;18988.58288;68524.01648
05/05/2023;14:41:00;823.1152;16462.304;15639.1888;17285.4192;18931.6496;68318.5616
05/05/2023;14:42:00;823.24432;16464.8864;15641.64208;17288.13072;18934.61936;68329.27856
05/05/2023;14:43:00;819.33352;16386.6704;15567.33688;17206.00392;18844.67096;68004.68216
05/05/2023;14:44:00;817.46856;16349.3712;15531.90264;17166.83976;18801.77688;67849.89048
05/05/2023;14:45:00;811.63776;16232.7552;15421.11744;17044.39296;18667.66848;67365.93408
05/05/2023;14:46:00;816.00144;16320.0288;15504.02736;17136.03024;18768.03312;67728.11952
05/05/2023;14:47:00;812.38016;16247.6032;15435.22304;17059.98336;18684.74368;67427.55328
05/05/2023;14:48:00;812.75144;16255.0288;15442.27736;17067.78024;18693.28312;67458.36952
05/05/2023;14:49:00;807.6184;16152.368;15344.7496;16959.9864;18575.2232;67032.3272
05/05/2023;14:50:00;805.61824;16112.3648;15306.74656;16917.98304;18529.21952;66866.31392
05/05/2023;14:51:00;799.67896;15993.5792;15193.90024;16793.25816;18392.61608;66373.35368
05/05/2023;14:52:00;797.99096;15959.8192;15161.82824;16757.81016;18353.79208;66233.24968
05/05/2023;14:53:00;796.03128;15920.6256;15124.59432;16716.65688;18308.71944;66070.59624
05/05/2023;14:54:00;796.06584;15921.3168;15125.25096;16717.38264;18309.51432;66073.46472
05/05/2023;14:55:00;792.35776;15847.1552;15054.79744;16639.51296;18224.22848;65765.69408
05/05/2023;14:56:00;790.8328;15816.656;15025.8232;16607.4888;18189.1544;65639.1224
05/05/2023;14:57:00;792.20528;15844.1056;15051.90032;16636.31088;18220.72144;65753.03824
05/05/2023;14:58:00;789.55904;15791.1808;15001.62176;16580.73984;18159.85792;65533.40032
05/05/2023;14:59:00;786.1016;15722.032;14935.9304;16508.1336;18080.3368;65246.4328
05/05/2023;15:00:00;782.45752;15649.1504;14866.69288;16431.60792;17996.52296;64943.97416
05/05/2023;15:01:00;779.22056;15584.4112;14805.19064;16363.63176;17922.07288;64675.30648
05/05/2023;15:02:00;776.27688;15525.5376;14749.26072;16301.81448;17854.36824;64430.98104
05/05/2023;15:03:00;771.3948;15427.896;14656.5012;16199.2908;17742.0804;64025.7684
05/05/2023;15:04:00;767.06184;15341.2368;14574.17496;16108.29864;17642.42232;63666.13272
05/05/2023;15:05:00;766.314;15326.28;14559.966;16092.594;17625.222;63604.062
05/05/2023;15:06:00;764.75272;15295.0544;14530.30168;16059.80712;17589.31256;63474.47576
05/05/2023;15:07:00;765.8104;15316.208;14550.3976;16082.0184;17613.6392;63562.2632
05/05/2023;15:08:00;762.4576;15249.152;14486.6944;16011.6096;17536.5248;63283.9808
05/05/2023;15:09:00;758.45856;15169.1712;14410.71264;15927.62976;17444.54688;62952.06048
05/05/2023;15:10:00;754.22096;15084.4192;14330.19824;15838.64016;17347.08208;62600.33968
05/05/2023;15:11:00;749.99216;14999.8432;14249.85104;15749.83536;17249.81968;62249.34928
05/05/2023;15:12:00;748.22;14964.4;14216.18;15712.62;17209.06;62102.26
05/05/2023;15:13:00;745.40496;14908.0992;14162.69424;15653.50416;17144.31408;61868.61168
05/05/2023;15:14:00;745.97344;14919.4688;14173.49536;15665.44224;17157.38912;61915.79552
05/05/2023;15:15:00;742.70824;14854.1648;14111.45656;15596.87304;17082.28952;61644.78392
05/05/2023;15:16:00;740.39432;14807.8864;14067.49208;15548.28072;17029.06936;61452.72856
05/05/2023;15:17:00;738.69192;14773.8384;14035.14648;15512.53032;16989.91416;61311.42936
05/05/2023;15:18:00;735.65336;14713.0672;13977.41384;15448.72056;16920.02728;61059.22888
05/05/2023;15:19:00;730.36216;14607.2432;13876.88104;15337.60536;16798.32968;60620.05928
05/05/2023;15:20:00;726.02408;14520.4816;13794.45752;15246.50568;16698.55384;60259.99864
05/05/2023;15:21:00;724.6248;14492.496;13767.8712;15217.1208;16666.3704;60143.8584
05/05/2023;15:22:00;723.3496;14466.992;13743.6424;15190.3416;16637.0408;60038.0168
05/05/2023;15:23:00;722.072;14441.44;13719.368;15163.512;16607.656;59931.976
05/05/2023;15:24:00;721.1516;14423.032;13701.8804;15144.1836;16586.4868;59855.5828
05/05/2023;15:25:00;715.48272;14309.6544;13594.17168;15025.13712;16456.10256;59385.06576
05/05/2023;15:26:00;712.16504;14243.3008;13531.13576;14955.46584;16379.79592;59109.69832
05/05/2023;15:27:00;707.62968;14152.5936;13444.96392;14860.22328;16275.48264;58733.26344
05/05/2023;15:28:00;706.93312;14138.6624;13431.72928;14845.59552;16259.46176;58675.44896
05/05/2023;15:29:00;703.3108;14066.216;13362.9052;14769.5268;16176.1484;58374.7964
05/05/2023;15:30:00;701.82688;14036.5376;13334.71072;14738.36448;16142.01824;58251.63104
05/05/2023;15:31:00;698.83224;13976.6448;13277.81256;14675.47704;16073.14152;58003.07592
05/05/2023;15:32:00;692.7808;13855.616;13162.8352;14548.3968;15933.9584;57500.8064
05/05/2023;15:33:00;688.69848;13773.9696;13085.27112;14462.66808;15840.06504;57161.97384
05/05/2023;15:34:00;690.12176;13802.4352;13112.31344;14492.55696;15872.80048;57280.10608
05/05/2023;15:35:00;685.2568;13705.136;13019.8792;14390.3928;15760.9064;56876.3144
05/05/2023;15:36:00;683.47688;13669.5376;12986.06072;14353.01448;15719.96824;56728.58104
05/05/2023;15:37:00;683.09576;13661.9152;12978.81944;14345.01096;15711.20248;56696.94808
05/05/2023;15:38:00;680.46776;13609.3552;12928.88744;14289.82296;15650.75848;56478.82408
05/05/2023;15:39:00;678.19472;13563.8944;12885.69968;14242.08912;15598.47856;56290.16176
05/05/2023;15:40:00;671.96968;13439.3936;12767.42392;14111.36328;15455.30264;55773.48344
05/05/2023;15:41:00;666.85468;13337.0936;12670.23892;14003.94828;15337.65764;55348.93844
05/05/2023;15:42:00;660.33416;13206.6832;12546.34904;13867.01736;15187.68568;54807.73528
05/05/2023;15:43:00;659.4572;13189.144;12529.6868;13848.6012;15167.5156;54734.9476
05/05/2023;15:44:00;658.30904;13166.1808;12507.87176;13824.48984;15141.10792;54639.65032
05/05/2023;15:45:00;654.26624;13085.3248;12431.05856;13739.59104;15048.12352;54304.09792
05/05/2023;15:46:00;649.84028;12996.8056;12346.96532;13646.64588;14946.32644;53936.74324
05/05/2023;15:47:00;646.69768;12933.9536;12287.25592;13580.65128;14874.04664;53675.90744
05/05/2023;15:48:00;644.703;12894.06;12249.357;13538.763;14828.169;53510.349
05/05/2023;15:49:00;641.3504;12827.008;12185.6576;13468.3584;14751.0592;53232.0832
05/05/2023;15:50:00;640.81148;12816.2296;12175.41812;13457.04108;14738.66404;53187.35284
05/05/2023;15:51:00;640.57292;12811.4584;12170.88548;13452.03132;14733.17716;53167.55236
05/05/2023;15:52:00;638.69684;12773.9368;12135.23996;13412.63364;14690.02732;53011.83772
05/05/2023;15:53:00;630.95232;12619.0464;11988.09408;13249.99872;14511.90336;52369.04256
05/05/2023;15:54:00;628.71996;12574.3992;11945.67924;13203.11916;14460.55908;52183.75668
05/05/2023;15:55:00;625.67736;12513.5472;11887.86984;13139.22456;14390.57928;51931.22088
05/05/2023;15:56:00;622.32896;12446.5792;11824.25024;13068.90816;14313.56608;51653.30368
05/05/2023;15:57:00;620.37892;12407.5784;11787.19948;13027.95732;14268.71516;51491.45036
05/05/2023;15:58:00;616.38448;12327.6896;11711.30512;12944.07408;14176.84304;51159.91184
05/05/2023;15:59:00;612.79744;12255.9488;11643.15136;12868.74624;14094.34112;50862.18752
05/05/2023;16:00:00;611.19368;12223.8736;11612.67992;12835.06728;14057.45464;50729.07544
05/05/2023;16:01:00;605.28624;12105.7248;11500.43856;12711.01104;13921.58352;50238.75792
05/05/2023;16:02:00;600.80072;12016.0144;11415.21368;12616.81512;13818.41656;49866.45976
05/05/2023;16:03:00;597.29608;11945.9216;11348.62552;12543.21768;13737.80984;49575.57464
05/05/2023;16:04:00;592.40856;11848.1712;11255.76264;12440.57976;13625.39688;49169.91048
05/05/2023;16:05:00;588.36244;11767.2488;11178.88636;12355.61124;13532.33612;48834.08252
05/05/2023;16:06:00;587.79052;11755.8104;11168.01988;12343.60092;13519.18196;48786.61316
05/05/2023;16:07:00;585.43964;11708.7928;11123.35316;12294.23244;13465.11172;48591.49012
05/05/2023;16:08:00;584.23492;11684.6984;11100.46348;12268.93332;13437.40316;48491.49836
05/05/2023;16:09:00;580.37392;11607.4784;11027.10448;12187.85232;13348.60016;48171.03536
05/05/2023;16:10:00;575.10724;11502.1448;10927.03756;12077.25204;13227.46652;47733.90092
05/05/2023;16:11:00;573.38568;11467.7136;10894.32792;12041.09928;13187.87064;47591.01144
05/05/2023;16:12:00;572.11768;11442.3536;10870.23592;12014.47128;13158.70664;47485.76744
05/05/2023;16:13:00;567.61568;11352.3136;10784.69792;11919.92928;13055.16064;47112.10144
05/05/2023;16:14:00;565.46272;11309.2544;10743.79168;11874.71712;13005.64256;46933.40576
05/05/2023;16:15:00;562.18864;11243.7728;10681.58416;11805.96144;12930.33872;46661.65712
05/05/2023;16:16:00;557.39644;11147.9288;10590.53236;11705.32524;12820.11812;46263.90452
05/05/2023;16:17:00;552.56996;11051.3992;10498.82924;11603.96916;12709.10908;45863.30668
05/05/2023;16:18:00;547.88732;10957.7464;10409.85908;11505.63372;12601.40836;45474.64756
05/05/2023;16:19:00;546.57732;10931.5464;10384.96908;11478.12372;12571.27836;45365.91756
05/05/2023;16:20:00;545.65388;10913.0776;10367.42372;11458.73148;12550.03924;45289.27204
05/05/2023;16:21:00;542.20656;10844.1312;10301.92464;11386.33776;12470.75088;45003.14448
05/05/2023;16:22:00;538.75368;10775.0736;10236.31992;11313.82728;12391.33464;44716.55544
05/05/2023;16:23:00;537.49776;10749.9552;10212.45744;11287.45296;12362.44848;44612.31408
05/05/2023;16:24:00;534.07416;10681.4832;10147.40904;11215.55736;12283.70568;44328.15528
05/05/2023;16:25:00;530.1718;10603.436;10073.2642;11133.6078;12193.9514;44004.2594
05/05/2023;16:26:00;528.17212;10563.4424;10035.27028;11091.61452;12147.95876;43838.28596
05/05/2023;16:27:00;526.69512;10533.9024;10007.20728;11060.59752;12113.98776;43715.69496
05/05/2023;16:28:00;523.68504;10473.7008;9950.01576;10997.38584;12044.75592;43465.85832
05/05/2023;16:29:00;522.11956;10442.3912;9920.27164;10964.51076;12008.74988;43335.92348
05/05/2023;16:30:00;518.28984;10365.7968;9847.50696;10884.08664;11920.66632;43018.05672
05/05/2023;16:31:00;514.60668;10292.1336;9777.52692;10806.74028;11835.95364;42712.35444
05/05/2023;16:32:00;511.29768;10225.9536;9714.65592;10737.25128;11759.84664;42437.70744
05/05/2023;16:33:00;507.90196;10158.0392;9650.13724;10665.94116;11681.74508;42155.86268
05/05/2023;16:34:00;503.36288;10067.2576;9563.89472;10570.62048;11577.34624;41779.11904
05/05/2023;16:35:00;499.9124;9998.248;9498.3356;10498.1604;11497.9852;41492.7292
05/05/2023;16:36:00;498.996;9979.92;9480.924;10478.916;11476.908;41416.668
05/05/2023;16:37:00;495.71324;9914.2648;9418.55156;10409.97804;11401.40452;41144.19892
05/05/2023;16:38:00;492.267;9845.34;9353.073;10337.607;11322.141;40858.161
05/05/2023;16:39:00;486.46516;9729.3032;9242.83804;10215.76836;11188.69868;40376.60828
05/05/2023;16:40:00;484.24236;9684.8472;9200.60484;10169.08956;11137.57428;40192.11588
05/05/2023;16:41:00;481.34404;9626.8808;9145.53676;10108.22484;11070.91292;39951.55532
05/05/2023;16:42:00;477.78844;9555.7688;9077.98036;10033.55724;10989.13412;39656.44052
05/05/2023;16:43:00;476.51308;9530.2616;9053.74852;10006.77468;10959.80084;39550.58564
05/05/2023;16:44:00;472.80132;9456.0264;8983.22508;9928.82772;10874.43036;39242.50956
05/05/2023;16:45:00;468.30288;9366.0576;8897.75472;9834.36048;10770.96624;38869.13904
05/05/2023;16:46:00;463.23448;9264.6896;8801.45512;9727.92408;10654.39304;38448.46184
05/05/2023;16:47:00;458.57128;9171.4256;8712.85432;9629.99688;10547.13944;38061.41624
05/05/2023;16:48:00;456.80252;9136.0504;8679.24788;9592.85292;10506.45796;37914.60916
05/05/2023;16:49:00;453.13652;9062.7304;8609.59388;9515.86692;10422.13996;37610.33116
05/05/2023;16:50:00;449.68924;8993.7848;8544.09556;9443.47404;10342.85252;37324.20692
05/05/2023;16:51:00;446.40604;8928.1208;8481.71476;9374.52684;10267.33892;37051.70132
05/05/2023;16:52:00;444.04668;8880.9336;8436.88692;9324.98028;10213.07364;36855.87444
05/05/2023;16:53:00;442.07944;8841.5888;8399.50936;9283.66824;10167.82712;36692.59352
05/05/2023;16:54:00;437.02572;8740.5144;8303.48868;9177.54012;10051.59156;36273.13476
05/05/2023;16:55:00;432.01964;8640.3928;8208.37316;9072.41244;9936.45172;35857.63012
05/05/2023;16:56:00;428.83324;8576.6648;8147.83156;9005.49804;9863.16452;35593.15892
05/05/2023;16:57:00;425.49892;8509.9784;8084.47948;8935.47732;9786.47516;35316.41036
05/05/2023;16:58:00;423.80332;8476.0664;8052.26308;8899.86972;9747.47636;35175.67556
05/05/2023;16:59:00;421.95436;8439.0872;8017.13284;8861.04156;9704.95028;35022.21188
05/05/2023;17:00:00;416.56984;8331.3968;7914.82696;8747.96664;9581.10632;34575.29672
05/05/2023;17:01:00;412.12732;8242.5464;7830.41908;8654.67372;9478.92836;34206.56756
05/05/2023;17:02:00;409.40548;8188.1096;7778.70412;8597.51508;9416.32604;33980.65484
05/05/2023;17:03:00;407.09876;8141.9752;7734.87644;8549.07396;9363.27148;33789.19708
05/05/2023;17:04:00;405.00088;8100.0176;7695.01672;8505.01848;9315.02024;33615.07304
05/05/2023;17:05:00;402.02348;8040.4696;7638.44612;8442.49308;9246.54004;33367.94884
05/05/2023;17:06:00;398.63188;7972.6376;7574.00572;8371.26948;9168.53324;33086.44604
05/05/2023;17:07:00;393.91948;7878.3896;7484.47012;8272.30908;9060.14804;32695.31684
05/05/2023;17:08:00;391.18156;7823.6312;7432.44964;8214.81276;8997.17588;32468.06948
05/05/2023;17:09:00;387.36624;7747.3248;7359.95856;8134.69104;8909.42352;32151.39792
05/05/2023;17:10:00;384.31644;7686.3288;7302.01236;8070.64524;8839.27812;31898.26452
05/05/2023;17:11:00;381.7208;7634.416;7252.6952;8016.1368;8779.5784;31682.8264
05/05/2023;17:12:00;378.40688;7568.1376;7189.73072;7946.54448;8703.35824;31407.77104
05/05/2023;17:13:00;375.87744;7517.5488;7141.67136;7893.42624;8645.18112;31197.82752
05/05/2023;17:14:00;372.93688;7458.7376;7085.80072;7831.67448;8577.54824;30953.76104
05/05/2023;17:15:00;369.20776;7384.1552;7014.94744;7753.36296;8491.77848;30644.24408
05/05/2023;17:16:00;365.63436;7312.6872;6947.05284;7678.32156;8409.59028;30347.65188
05/05/2023;17:17:00;364.19856;7283.9712;6919.77264;7648.16976;8376.56688;30228.48048
05/05/2023;17:18:00;360.89112;7217.8224;6856.93128;7578.71352;8300.49576;29953.96296
05/05/2023;17:19:00;356.89784;7137.9568;6781.05896;7494.85464;8208.65032;29622.52072
05/05/2023;17:20:00;353.36328;7067.2656;6713.90232;7420.62888;8127.35544;29329.15224
05/05/2023;17:21:00;349.51552;6990.3104;6640.79488;7339.82592;8038.85696;29009.78816
05/05/2023;17:22:00;344.9276;6898.552;6553.6244;7243.4796;7933.3348;28628.9908
05/05/2023;17:23:00;340.95644;6819.1288;6478.17236;7160.08524;7841.99812;28299.38452
05/05/2023;17:24:00;336.5656;6731.312;6394.7464;7067.8776;7741.0088;27934.9448
05/05/2023;17:25:00;333.89846;6677.9692;6344.07074;7011.86766;7679.66458;27713.57218
05/05/2023;17:26:00;330.92038;6618.4076;6287.48722;6949.32798;7611.16874;27466.39154
05/05/2023;17:27:00;327.57162;6551.4324;6223.86078;6879.00402;7534.14726;27188.44446
05/05/2023;17:28:00;324.2479;6484.958;6160.7101;6809.2059;7457.7017;26912.5757
05/05/2023;17:29:00;321.0483;6420.966;6099.9177;6742.0143;7384.1109;26647.0089
05/05/2023;17:30:00;317.82736;6356.5472;6038.71984;6674.37456;7310.02928;26379.67088
05/05/2023;17:31:00;314.22434;6284.4868;5970.26246;6598.71114;7227.15982;26080.62022
05/05/2023;17:32:00;312.0384;6240.768;5928.7296;6552.8064;7176.8832;25899.1872
05/05/2023;17:33:00;307.94474;6158.8948;5850.95006;6466.83954;7082.72902;25559.41342
05/05/2023;17:34:00;302.70026;6054.0052;5751.30494;6356.70546;6962.10598;25124.12158
05/05/2023;17:35:00;298.3671;5967.342;5668.9749;6265.7091;6862.4433;24764.4693
05/05/2023;17:36:00;294.89056;5897.8112;5602.92064;6192.70176;6782.48288;24475.91648
05/05/2023;17:37:00;291.82392;5836.4784;5544.65448;6128.30232;6711.95016;24221.38536
05/05/2023;17:38:00;287.45694;5749.1388;5461.68186;6036.59574;6611.50962;23858.92602
05/05/2023;17:39:00;283.0373;5660.746;5377.7087;5943.7833;6509.8579;23492.0959
05/05/2023;17:40:00;280.84484;5616.8968;5336.05196;5897.74164;6459.43132;23310.12172
05/05/2023;17:41:00;276.1;5522;5245.9;5798.1;6350.3;22916.3
05/05/2023;17:42:00;273.85494;5477.0988;5203.24386;5750.95374;6298.66362;22729.96002
05/05/2023;17:43:00;270.22116;5404.4232;5134.20204;5674.64436;6215.08668;22428.35628
05/05/2023;17:44:00;266.61672;5332.3344;5065.71768;5598.95112;6132.18456;22129.18776
05/05/2023;17:45:00;261.76978;5235.3956;4973.62582;5497.16538;6020.70494;21726.89174
05/05/2023;17:46:00;258.83106;5176.6212;4917.79014;5435.45226;5953.11438;21482.97798
05/05/2023;17:47:00;254.52566;5090.5132;4835.98754;5345.03886;5854.09018;21125.62978
05/05/2023;17:48:00;249.84082;4996.8164;4746.97558;5246.65722;5746.33886;20736.78806
05/05/2023;17:49:00;245.45302;4909.0604;4663.60738;5154.51342;5645.41946;20372.60066
05/05/2023;17:50:00;240.33342;4806.6684;4566.33498;5047.00182;5527.66866;19947.67386
05/05/2023;17:51:00;237.46632;4749.3264;4511.86008;4986.79272;5461.72536;19709.70456
05/05/2023;17:52:00;234.82818;4696.5636;4461.73542;4931.39178;5401.04814;19490.73894
05/05/2023;17:53:00;230.32104;4606.4208;4376.09976;4836.74184;5297.38392;19116.64632
05/05/2023;17:54:00;224.9182;4498.364;4273.4458;4723.2822;5173.1186;18668.2106
05/05/2023;17:55:00;220.46026;4409.2052;4188.74494;4629.66546;5070.58598;18298.20158
05/05/2023;17:56:00;216.61592;4332.3184;4115.70248;4548.93432;4982.16616;17979.12136
05/05/2023;17:57:00;214.24208;4284.8416;4070.59952;4499.08368;4927.56784;17782.09264
05/05/2023;17:58:00;212.08356;4241.6712;4029.58764;4453.75476;4877.92188;17602.93548
05/05/2023;17:59:00;208.55522;4171.1044;3962.54918;4379.65962;4796.77006;17310.08326
05/05/2023;18:00:00;203.99822;4079.9644;3875.96618;4283.96262;4691.95906;16931.85226
05/05/2023;18:01:00;200.23852;4004.7704;3804.53188;4205.00892;4605.48596;16619.79716
05/05/2023;18:02:00;197.29354;3945.8708;3748.57726;4143.16434;4537.75142;16375.36382
05/05/2023;18:03:00;194.15944;3883.1888;3689.02936;4077.34824;4465.66712;16115.23352
05/05/2023;18:04:00;191.2797;3825.594;3634.3143;4016.8737;4399.4331;15876.2151
05/05/2023;18:05:00;187.40172;3748.0344;3560.63268;3935.43612;4310.23956;15554.34276
05/05/2023;18:06:00;184.07772;3681.5544;3497.47668;3865.63212;4233.78756;15278.45076
05/05/2023;18:07:00;180.22894;3604.5788;3424.34986;3784.80774;4145.26562;14959.00202
05/05/2023;18:08:00;176.7703;3535.406;3358.6357;3712.1763;4065.7169;14671.9349
05/05/2023;18:09:00;173.78548;3475.7096;3301.92412;3649.49508;3997.06604;14424.19484
05/05/2023;18:10:00;170.64454;3412.8908;3242.24626;3583.53534;3924.82442;14163.49682
05/05/2023;18:11:00;166.7625;3335.25;3168.4875;3502.0125;3835.5375;13841.2875
05/05/2023;18:12:00;163.165;3263.3;3100.135;3426.465;3752.795;13542.695
